idModule;IdCategory;SinceWhen
2520;37;2006-09-13
2521;109;2014-03-12
2522;50;2021-10-04
2523;120;2021-03-20
2524;115;2016-05-06
2525;121;2008-10-01
2526;101;2022-04-27
2527;136;2009-03-30
2528;36;2010-10-28
2529;111;2015-01-09
2530;95;2021-07-08
2531;129;2007-11-12
2532;151;2009-04-13
2533;8;2021-01-19
2534;40;2016-03-03
2535;32;2015-01-17
2536;114;2012-10-27
2537;30;2009-06-13
2538;92;2019-06-27
2539;49;2008-06-12
2540;71;2009-03-08
2541;40;2020-02-08
2542;116;2008-04-22
2543;84;2016-02-19
2544;14;2015-07-11
2545;68;2017-04-09
2546;82;2006-11-13
2547;125;2010-04-09
2548;60;2021-07-01
2549;96;2005-11-28
2550;46;2005-02-08
2551;113;2015-09-11
2552;30;2011-07-02
2553;6;2013-06-29
2554;53;2008-09-04
2555;121;2018-07-26
2556;154;2015-08-07
2557;115;2017-07-03
2558;134;2016-10-09
2559;97;2010-02-11
2560;72;2005-07-28
2561;64;2010-05-22
2562;109;2022-02-17
2563;124;2013-03-29
2564;89;2019-04-21
2565;63;2011-10-13
2566;34;2008-02-23
2567;38;2020-01-04
2568;14;2014-04-19
2569;63;2012-04-05
2570;15;2008-08-18
2571;40;2010-05-17
2572;132;2008-11-03
2573;46;2007-04-06
2574;4;2017-12-11
2575;43;2014-04-26
2576;112;2010-01-22
2577;62;2010-03-15
2578;123;2007-02-07
2579;98;2022-01-11
2580;101;2011-06-24
2581;92;2021-05-02
2582;4;2008-01-21
2583;79;2005-02-12
2584;60;2021-06-22
2585;2;2018-06-20
2586;92;2007-01-12
2587;137;2006-02-06
2588;142;2007-02-07
2589;112;2009-05-21
2590;92;2020-03-20
2591;82;2019-12-28
2592;122;2009-09-10
2593;88;2021-09-11
2594;142;2016-11-22
2595;49;2010-02-09
2596;92;2010-05-04
2597;121;2006-03-22
2598;30;2014-07-13
2599;148;2014-04-14
2600;141;2016-08-10
2601;78;2020-01-30
2602;144;2017-08-23
2603;78;2010-11-05
2604;123;2009-12-20
2605;133;2009-03-28
2606;56;2005-07-14
2607;106;2022-03-24
2608;6;2010-10-16
2609;76;2019-10-24
2610;63;2015-10-09
2611;91;2006-05-15
2612;148;2017-02-14
2613;46;2022-05-17
2614;69;2012-05-14
2615;116;2012-11-21
2616;24;2009-11-29
2617;81;2011-05-28
2618;116;2014-10-16
2619;38;2019-04-04
2620;10;2014-12-15
2621;60;2015-11-24
2622;127;2015-08-07
2623;128;2022-02-23
2624;64;2015-01-16
2625;17;2017-08-05
2626;66;2022-09-11
2627;135;2008-12-11
2628;115;2014-02-08
2629;6;2021-06-06
2630;123;2016-11-26
2631;49;2020-04-15
2632;23;2014-05-14
2633;116;2020-12-03
2634;96;2014-01-27
2635;20;2016-07-30
2636;13;2011-08-20
2637;25;2009-07-02
2638;141;2008-02-26
2639;120;2018-10-02
2640;46;2006-03-31
2641;116;2011-02-01
2642;77;2016-08-13
2643;84;2019-06-18
2644;1;2012-11-03
2645;69;2014-11-30
2646;129;2008-10-05
2647;13;2018-10-01
2648;104;2020-12-27
2649;31;2005-02-08
2650;24;2012-05-27
2651;84;2005-03-03
2652;36;2016-04-15
2653;143;2020-05-01
2654;124;2013-03-07
2655;48;2006-10-26
2656;43;2008-05-29
2657;123;2018-06-09
2658;80;2021-09-17
2659;84;2014-05-10
2660;50;2007-10-07
2661;49;2005-02-14
2662;41;2022-07-10
2663;50;2005-01-23
2664;97;2012-03-13
2665;88;2007-03-15
2666;89;2018-08-22
2667;22;2018-10-03
2668;27;2011-04-20
2669;23;2018-02-17
2670;107;2011-08-23
2671;109;2018-01-31
2672;120;2006-01-06
2673;87;2010-12-26
2674;123;2007-07-13
2675;134;2015-12-19
2676;114;2021-11-18
2677;91;2015-07-08
2678;62;2007-12-02
2679;23;2015-01-01
2680;60;2020-07-15
2681;78;2012-07-06
2682;78;2012-03-23
2683;142;2006-08-10
2684;117;2012-03-06
2685;50;2010-03-03
2686;111;2010-01-16
2687;9;2005-10-31
2688;152;2022-10-29
2689;93;2011-01-04
2690;99;2014-08-28
2691;46;2022-01-01
2692;116;2019-08-30
2693;82;2020-12-15
2694;132;2020-11-20
2695;26;2009-05-31
2696;81;2017-06-29
2697;75;2008-02-19
2698;44;2005-04-12
2699;15;2019-12-29
2700;114;2019-12-03
2701;43;2012-11-10
2702;148;2016-06-19
2703;64;2007-03-10
2704;2;2013-12-27
2705;99;2022-05-07
2706;121;2006-07-13
2707;52;2016-05-06
2708;33;2006-10-26
2709;151;2005-06-07
2710;27;2010-11-04
2711;44;2007-11-03
2712;95;2020-03-07
2713;6;2016-09-06
2714;63;2011-10-08
2715;39;2014-12-06
2716;126;2021-07-25
2717;53;2010-05-21
2718;113;2019-07-04
2719;88;2008-03-16
2720;83;2016-12-19
2721;51;2021-04-24
2722;30;2007-05-08
2723;97;2014-07-01
2724;23;2015-12-05
2725;27;2015-08-20
2726;113;2017-02-01
2727;41;2017-05-16
2728;102;2005-06-05
2729;24;2012-05-12
2730;55;2006-09-13
2731;143;2005-10-12
2732;116;2012-01-02
2733;49;2016-05-14
2734;25;2008-07-28
2735;71;2022-12-21
2736;9;2011-04-23
2737;20;2011-01-23
2738;79;2009-07-24
2739;54;2019-10-06
2740;87;2005-11-21
2741;152;2009-07-28
2742;138;2012-02-28
2743;104;2022-04-06
2744;18;2014-02-03
2745;29;2009-01-03
2746;134;2012-03-04
2747;89;2007-04-20
2748;79;2016-06-03
2749;96;2012-02-01
2750;75;2022-03-01
2751;144;2005-04-21
2752;40;2019-10-01
2753;143;2009-01-07
2754;24;2007-10-09
2755;53;2014-09-08
2756;50;2014-08-14
2757;28;2017-07-12
2758;140;2017-03-08
2759;134;2018-10-16
2760;76;2014-08-16
2761;42;2007-08-09
2762;18;2012-07-01
2763;152;2022-12-29
2764;137;2016-02-24
2765;82;2010-09-23
2766;64;2014-05-26
2767;55;2021-05-17
2768;55;2009-08-19
2769;122;2009-03-09
2770;94;2011-10-13
2771;138;2019-02-25
2772;37;2020-10-31
2773;91;2011-05-28
2774;45;2005-03-28
2775;113;2016-12-22
2776;128;2007-09-26
2777;96;2008-10-28
2778;106;2013-12-26
2779;138;2021-09-17
2780;50;2008-08-29
2781;66;2016-07-31
2782;89;2009-03-02
2783;22;2010-07-22
2784;143;2021-05-15
2785;90;2014-07-07
2786;45;2022-12-10
2787;93;2021-08-17
2788;78;2015-12-26
2789;107;2018-11-13
2790;43;2011-11-18
2791;36;2005-08-29
2792;39;2019-05-15
2793;11;2019-10-18
2794;73;2015-11-14
2795;101;2018-10-09
2796;117;2016-01-20
2797;131;2021-02-15
2798;72;2017-04-21
2799;111;2006-08-25
2800;82;2005-01-13
2801;25;2005-12-16
2802;87;2018-04-04
2803;41;2021-02-12
2804;132;2007-07-27
2805;95;2022-08-22
2806;41;2010-11-26
2807;134;2008-02-25
2808;61;2016-01-24
2809;141;2016-02-08
2810;102;2009-12-12
2811;153;2019-07-05
2812;88;2009-10-06
2813;102;2019-10-02
2814;11;2019-06-17
2815;121;2011-05-20
2816;92;2014-04-07
2817;83;2017-05-29
2818;48;2012-06-22
2819;36;2008-08-16
2820;60;2013-08-20
2821;7;2020-01-12
2822;52;2005-09-28
2823;98;2021-11-13
2824;10;2015-04-01
2825;97;2019-09-20
2826;107;2014-11-03
2827;136;2007-08-17
2828;138;2015-10-14
2829;79;2016-07-06
2830;93;2006-08-30
2831;107;2018-02-12
2832;51;2007-07-12
2833;30;2022-02-01
2834;103;2019-09-26
2835;98;2021-03-26
2836;138;2010-03-11
2837;32;2019-06-14
2838;15;2017-08-10
2839;86;2011-09-10
2840;130;2009-07-16
2841;33;2012-08-04
2842;125;2022-06-25
2843;22;2009-07-31
2844;45;2008-08-07
2845;121;2005-12-01
2846;35;2015-12-06
2847;93;2011-09-12
2848;141;2014-09-25
2849;71;2010-11-29
2850;41;2016-02-20
2851;117;2022-04-07
2852;139;2019-09-05
2853;63;2005-07-10
2854;153;2009-02-05
2855;2;2007-09-09
2856;39;2020-12-12
2857;94;2011-10-27
2858;9;2007-11-02
2859;29;2016-12-27
2860;19;2007-04-16
2861;107;2010-03-31
2862;66;2009-02-13
2863;6;2010-06-07
2864;49;2007-07-28
2865;49;2006-02-16
2866;85;2009-10-25
2867;107;2008-06-08
2868;137;2012-03-01
2869;21;2006-09-28
2870;142;2011-04-27
2871;67;2011-07-09
2872;50;2008-12-15
2873;105;2015-06-15
2874;4;2005-11-30
2875;149;2020-04-30
2876;14;2009-10-23
2877;75;2006-02-20
2878;135;2007-01-16
2879;41;2017-09-16
2880;60;2011-04-10
2881;98;2010-01-07
2882;42;2020-06-25
2883;76;2022-06-26
2884;49;2020-09-04
2885;140;2016-09-27
2886;96;2021-01-05
2887;19;2022-03-09
2888;114;2016-12-25
2889;133;2007-11-29
2890;61;2011-05-04
2891;81;2008-07-17
2892;108;2007-11-08
2893;145;2011-07-12
2894;18;2010-09-17
2895;132;2006-10-22
2896;57;2010-10-25
2897;136;2006-02-04
2898;46;2011-03-28
2899;53;2009-11-22
2900;79;2022-10-15
2901;54;2010-02-06
2902;27;2020-01-28
2903;105;2005-11-22
2904;123;2022-10-31
2905;33;2022-11-01
2906;2;2010-01-02
2907;37;2012-06-06
2908;117;2006-12-15
2909;90;2010-05-17
2910;76;2009-09-16
2911;54;2016-05-31
2912;20;2008-09-26
2913;108;2009-07-09
2914;16;2007-05-25
2915;90;2008-01-09
2916;69;2018-02-03
2917;65;2020-07-29
2918;123;2014-03-10
2919;39;2019-12-01
2920;99;2014-01-09
2921;123;2020-11-18
2922;48;2009-06-17
2923;91;2015-05-10
2924;83;2018-09-21
2925;74;2019-08-19
2926;42;2021-07-16
2927;83;2018-04-19
2928;153;2014-07-01
2929;75;2013-07-23
2930;118;2021-06-06
2931;1;2012-04-04
2932;100;2005-12-07
2933;144;2016-05-01
2934;123;2022-11-19
2935;123;2006-09-01
2936;29;2005-09-03
2937;35;2007-03-10
2938;68;2009-09-05
2939;34;2017-01-16
2940;51;2019-09-14
2941;102;2022-08-31
2942;67;2014-06-27
2943;5;2020-07-08
2944;138;2005-04-16
2945;86;2010-03-20
2946;24;2009-06-07
2947;140;2005-05-22
2948;11;2013-10-15
2949;141;2015-08-03
2950;151;2010-01-13
2951;14;2019-09-10
2952;137;2017-12-01
2953;124;2009-07-22
2954;50;2017-02-07
2955;65;2014-11-04
2956;30;2009-01-31
2957;21;2022-07-08
2958;56;2007-03-07
2959;62;2017-06-04
2960;84;2009-04-15
2961;130;2009-02-12
2962;20;2020-07-14
2963;82;2005-07-08
2964;35;2008-11-08
2965;91;2016-03-12
2966;60;2014-12-30
2967;21;2012-01-06
2968;153;2022-04-02
2969;37;2022-12-17
2970;35;2022-10-06
2971;4;2016-06-15
2972;23;2013-06-19
2973;52;2005-09-14
2974;48;2009-01-22
2975;131;2022-02-06
2976;77;2022-11-22
2977;153;2013-04-21
2978;95;2019-11-25
2979;140;2022-10-02
2980;138;2010-07-11
2981;6;2013-06-02
2982;102;2005-07-13
2983;112;2006-02-14
2984;69;2019-01-23
2985;8;2016-01-25
2986;115;2005-05-27
2987;1;2007-05-17
2988;134;2018-01-03
2989;83;2007-11-23
2990;83;2015-07-26
2991;147;2020-07-20
2992;123;2020-07-13
2993;9;2014-12-16
2994;14;2017-07-19
2995;8;2013-09-18
2996;27;2019-09-29
2997;101;2019-04-14
2998;29;2010-04-03
2999;90;2013-12-01
3000;36;2015-06-06
3001;9;2006-10-13
3002;101;2006-02-22
3003;43;2009-03-11
3004;30;2008-06-18
3005;135;2017-08-19
3006;104;2016-03-20
3007;56;2009-09-05
3008;16;2009-08-07
3009;115;2020-09-04
3010;53;2013-10-25
3011;66;2015-07-11
3012;108;2014-02-03
3013;43;2016-06-07
3014;7;2006-06-04
3015;144;2009-10-04
3016;99;2022-12-29
3017;14;2005-05-17
3018;108;2012-03-21
3019;122;2013-04-18
3020;122;2007-08-18
3021;136;2018-10-01
3022;115;2015-07-13
3023;83;2017-04-29
3024;56;2007-06-17
3025;90;2016-06-01
3026;74;2020-05-25
3027;20;2007-12-05
3028;151;2007-12-01
3029;75;2012-03-18
3030;123;2010-03-28
3031;122;2007-08-14
3032;45;2005-11-14
3033;41;2015-11-01
3034;47;2008-01-04
3035;41;2011-10-13
3036;27;2015-06-19
3037;126;2019-10-11
3038;66;2012-04-06
3039;13;2009-10-18
3040;147;2013-12-27
3041;132;2006-04-09
3042;123;2012-07-22
3043;53;2010-09-19
3044;86;2011-12-15
3045;24;2011-11-11
3046;46;2022-02-05
3047;61;2020-02-14
3048;76;2019-07-08
3049;69;2015-05-08
3050;143;2011-01-30
3051;79;2016-05-15
3052;70;2019-12-15
3053;115;2005-01-05
3054;61;2022-04-09
3055;133;2015-04-09
3056;58;2007-01-31
3057;137;2015-02-08
3058;109;2009-06-20
3059;50;2008-12-19
3060;111;2022-07-05
3061;49;2006-09-11
3062;1;2008-06-11
3063;130;2020-10-30
3064;39;2019-10-20
3065;150;2017-10-29
3066;140;2019-06-17
3067;113;2019-03-17
3068;67;2009-02-21
3069;103;2013-03-16
3070;12;2020-08-12
3071;50;2020-12-22
3072;115;2006-01-02
3073;135;2021-01-26
3074;52;2014-12-25
3075;65;2019-02-11
3076;139;2013-03-20
3077;52;2013-08-12
3078;66;2021-03-30
3079;24;2020-10-10
3080;35;2012-02-26
3081;121;2005-09-03
3082;10;2017-04-18
3083;20;2016-12-03
3084;14;2013-01-30
3085;143;2020-09-21
3086;34;2020-08-23
3087;109;2019-05-28
3088;140;2009-01-15
3089;44;2015-11-17
3090;129;2006-03-09
3091;121;2011-09-10
3092;38;2016-09-23
3093;51;2012-08-23
3094;130;2018-09-09
3095;133;2013-05-16
3096;39;2005-07-02
3097;149;2009-06-12
3098;80;2016-06-08
3099;67;2013-12-21
3100;7;2008-01-18
3101;101;2010-06-02
3102;21;2007-04-13
3103;39;2010-10-13
3104;113;2007-09-30
3105;31;2020-10-21
3106;9;2008-05-18
3107;26;2008-01-19
3108;33;2010-07-09
3109;111;2016-01-20
3110;126;2011-12-11
3111;44;2014-10-03
3112;14;2019-10-21
3113;106;2012-08-04
3114;23;2008-10-07
3115;115;2022-05-10
3116;30;2022-10-08
3117;131;2006-07-29
3118;113;2005-10-09
3119;112;2022-11-16
3120;18;2013-01-20
3121;151;2006-12-07
3122;92;2016-08-13
3123;131;2009-03-09
3124;83;2007-06-06
3125;100;2020-03-30
3126;69;2010-06-11
3127;6;2013-05-21
3128;21;2017-10-01
3129;83;2019-05-17
3130;36;2017-03-05
3131;7;2006-05-27
3132;84;2021-02-24
3133;77;2019-02-11
3134;111;2008-10-14
3135;92;2015-03-21
3136;143;2016-10-08
3137;8;2015-10-25
3138;52;2015-10-05
3139;31;2005-05-09
3140;4;2009-09-24
3141;110;2009-09-04
3142;59;2020-10-27
3143;32;2021-12-07
3144;9;2010-04-01
3145;28;2017-09-18
3146;131;2019-06-01
3147;66;2020-08-15
3148;105;2022-11-23
3149;69;2020-07-01
3150;23;2020-11-10
3151;100;2022-08-31
3152;64;2008-07-01
3153;2;2015-09-10
3154;122;2013-06-17
3155;152;2018-05-04
3156;141;2008-02-26
3157;17;2019-11-13
3158;34;2007-05-22
3159;12;2013-06-04
3160;28;2006-11-22
3161;26;2007-03-18
3162;73;2007-01-02
3163;84;2005-03-24
3164;104;2012-11-06
3165;143;2006-05-04
3166;13;2008-12-09
3167;5;2009-11-10
3168;13;2016-06-28
3169;111;2014-04-24
3170;20;2022-10-24
3171;98;2005-05-03
3172;37;2006-01-13
3173;80;2007-04-25
3174;111;2011-03-14
3175;153;2013-08-21
3176;67;2009-05-15
3177;13;2011-04-07
3178;74;2008-09-12
3179;152;2010-01-26
3180;96;2019-01-19
3181;119;2011-12-17
3182;13;2020-02-20
3183;140;2011-10-18
3184;17;2007-04-11
3185;91;2011-11-14
3186;31;2008-01-05
3187;55;2007-11-29
3188;36;2020-04-04
3189;16;2019-08-19
3190;148;2020-10-07
3191;30;2021-12-25
3192;45;2014-02-02
3193;9;2019-02-16
3194;151;2007-10-05
3195;36;2015-08-06
3196;99;2015-12-25
3197;67;2021-03-04
3198;98;2021-08-21
3199;140;2012-12-30
3200;34;2018-07-16
3201;35;2005-12-05
3202;101;2019-07-19
3203;102;2007-07-30
3204;90;2017-11-08
3205;4;2017-03-22
3206;88;2006-04-08
3207;83;2019-05-24
3208;141;2014-11-29
3209;74;2007-06-15
3210;117;2018-12-20
3211;69;2012-10-06
3212;36;2012-02-25
3213;40;2015-11-15
3214;62;2013-04-24
3215;100;2008-01-10
3216;101;2020-05-17
3217;145;2015-08-29
3218;154;2007-10-12
3219;132;2009-05-27
3220;111;2015-03-13
3221;47;2012-03-05
3222;135;2019-06-28
3223;128;2012-11-04
3224;146;2021-04-09
3225;90;2011-12-13
3226;4;2022-02-08
3227;11;2018-03-26
3228;37;2022-01-29
3229;143;2005-03-30
3230;137;2006-06-03
3231;141;2007-08-21
3232;87;2019-12-05
3233;128;2007-12-09
3234;61;2021-05-20
3235;77;2008-12-21
3236;16;2005-06-11
3237;91;2017-05-10
3238;25;2013-03-25
3239;85;2014-08-27
3240;88;2021-12-26
3241;88;2006-05-09
3242;97;2013-12-18
3243;105;2019-01-21
3244;10;2019-12-08
3245;18;2015-01-18
3246;19;2010-09-14
3247;20;2013-11-06
3248;32;2016-03-24
3249;32;2020-06-15
3250;14;2013-01-31
3251;121;2010-05-22
3252;18;2006-07-01
3253;104;2013-08-05
3254;109;2018-08-22
3255;104;2007-07-19
3256;129;2020-08-29
3257;48;2014-05-23
3258;112;2012-03-31
3259;51;2016-08-29
3260;117;2017-03-23
3261;143;2020-11-08
3262;105;2012-10-02
3263;29;2015-05-01
3264;67;2014-07-04
3265;151;2007-05-21
3266;146;2021-06-30
3267;19;2021-07-06
3268;56;2007-12-06
3269;11;2006-12-05
3270;55;2007-11-20
3271;114;2017-04-12
3272;146;2022-12-09
3273;27;2018-06-24
3274;78;2010-03-22
3275;66;2005-10-06
3276;79;2013-08-10
3277;103;2020-11-28
3278;27;2007-03-02
3279;100;2006-07-10
3280;138;2021-11-24
3281;68;2009-09-27
3282;33;2018-05-01
3283;10;2019-11-04
3284;59;2016-03-07
3285;117;2007-09-02
3286;56;2017-08-29
3287;40;2022-05-12
3288;120;2007-08-21
3289;95;2010-05-27
3290;152;2005-05-31
3291;48;2014-10-14
3292;122;2011-02-20
3293;107;2012-08-29
3294;64;2007-10-17
3295;27;2006-05-06
3296;117;2006-04-24
3297;146;2021-05-05
3298;3;2012-07-12
3299;88;2007-05-21
3300;146;2014-10-02
3301;114;2021-09-14
3302;9;2021-11-05
3303;73;2006-08-23
3304;49;2019-11-14
3305;107;2020-06-13
3306;58;2014-09-15
3307;23;2014-07-25
3308;59;2012-03-19
3309;43;2005-06-07
3310;13;2012-10-13
3311;28;2015-01-14
3312;24;2010-01-26
3313;93;2009-05-27
3314;43;2006-02-10
3315;37;2013-12-03
3316;116;2020-12-28
3317;39;2011-09-04
3318;63;2018-12-16
3319;84;2007-07-17
3320;68;2021-01-31
3321;153;2009-09-24
3322;153;2022-06-19
3323;18;2018-04-14
3324;56;2007-12-23
3325;140;2005-10-01
3326;72;2019-04-22
3327;117;2015-12-09
3328;137;2009-07-20
3329;126;2020-01-09
3330;96;2011-12-12
3331;8;2021-05-19
3332;98;2021-05-09
3333;105;2014-09-10
3334;95;2015-10-22
3335;29;2012-01-01
3336;92;2010-08-20
3337;43;2009-10-11
3338;101;2007-01-17
3339;54;2005-05-22
3340;102;2014-11-29
3341;2;2019-02-23
3342;145;2014-08-04
3343;135;2019-01-28
3344;130;2015-08-28
3345;16;2014-08-02
3346;139;2011-11-26
3347;8;2019-11-03
3348;145;2013-05-13
3349;53;2008-03-01
3350;148;2007-03-24
3351;139;2010-04-25
3352;49;2018-12-15
3353;96;2019-06-11
3354;32;2010-07-11
3355;105;2011-08-04
3356;140;2008-07-17
3357;96;2014-07-07
3358;10;2006-10-25
3359;17;2013-01-25
3360;82;2008-02-20
3361;27;2022-08-26
3362;114;2008-04-10
3363;144;2013-01-07
3364;60;2008-04-04
3365;81;2009-05-12
3366;91;2009-09-19
3367;76;2015-07-11
3368;91;2016-12-29
3369;151;2021-06-18
3370;68;2011-09-25
3371;129;2019-04-19
3372;100;2016-10-17
3373;18;2020-06-13
3374;24;2012-06-23
3375;125;2020-07-13
3376;69;2007-10-05
3377;72;2011-07-06
3378;31;2014-08-17
3379;22;2020-08-25
3380;153;2020-08-07
3381;85;2010-05-17
3382;68;2015-04-18
3383;85;2006-01-15
3384;19;2014-09-06
3385;45;2018-11-15
3386;65;2005-08-23
3387;79;2006-11-11
3388;56;2005-10-04
3389;142;2008-02-20
3390;108;2008-07-04
3391;55;2009-09-02
3392;50;2006-08-07
3393;100;2018-08-19
3394;25;2006-12-28
3395;8;2007-11-11
3396;120;2022-07-05
3397;120;2006-04-02
3398;37;2013-07-01
3399;22;2007-03-11
3400;147;2006-03-08
3401;135;2007-05-03
3402;61;2010-06-13
3403;5;2020-06-15
3404;90;2009-12-02
3405;13;2005-09-17
3406;119;2008-04-21
3407;145;2019-10-10
3408;77;2007-03-21
3409;117;2022-11-18
3410;87;2016-01-18
3411;145;2007-06-06
3412;22;2016-09-01
3413;107;2008-08-30
3414;97;2007-10-24
3415;48;2005-06-08
3416;119;2011-12-05
3417;64;2007-02-25
3418;46;2014-10-12
3419;91;2008-12-12
3420;38;2008-08-30
3421;5;2008-05-25
3422;102;2014-12-06
3423;139;2016-05-02
3424;70;2011-02-04
3425;106;2013-02-11
3426;78;2015-06-11
3427;99;2020-07-17
3428;56;2008-02-21
3429;69;2013-02-16
3430;44;2020-12-16
3431;93;2013-09-15
3432;152;2022-06-04
3433;84;2009-01-12
3434;48;2019-05-05
3435;52;2007-03-29
3436;21;2020-05-31
3437;10;2021-08-13
3438;97;2018-04-15
3439;104;2005-07-07
3440;131;2016-11-10
3441;127;2010-05-20
3442;116;2013-02-22
3443;12;2019-09-18
3444;111;2006-09-22
3445;98;2010-12-08
3446;139;2022-09-09
3447;29;2016-05-13
3448;37;2022-09-25
3449;24;2020-09-27
3450;139;2019-01-10
3451;115;2006-05-03
3452;103;2009-12-29
3453;122;2019-04-03
3454;132;2006-09-07
3455;95;2007-03-01
3456;146;2006-10-16
3457;77;2005-07-01
3458;20;2006-06-27
3459;74;2007-10-04
3460;99;2011-03-04
3461;109;2015-09-28
3462;149;2016-10-01
3463;12;2022-06-22
3464;33;2022-10-01
3465;31;2005-06-10
3466;81;2009-10-13
3467;128;2017-06-09
3468;18;2012-01-04
3469;38;2009-01-11
3470;151;2015-03-30
3471;142;2007-10-25
3472;154;2017-03-06
3473;26;2016-11-03
3474;113;2010-01-19
3475;45;2017-06-09
3476;67;2009-06-07
3477;12;2018-08-19
3478;46;2010-04-01
3479;41;2018-11-14
3480;90;2016-08-31
3481;4;2006-04-15
3482;13;2010-02-26
3483;103;2022-12-05
3484;4;2019-12-19
3485;96;2020-06-15
3486;132;2010-12-29
3487;51;2012-01-04
3488;77;2012-02-18
3489;98;2006-04-08
3490;8;2011-11-24
3491;113;2007-09-23
3492;24;2010-10-15
3493;119;2009-03-16
3494;5;2006-04-04
3495;126;2013-06-22
3496;50;2005-08-27
3497;37;2011-12-28
3498;52;2019-12-26
3499;89;2005-03-22
3500;126;2012-05-04
3501;108;2013-05-29
3502;94;2008-11-04
3503;145;2009-01-08
3504;62;2022-07-20
3505;123;2009-06-10
3506;151;2020-10-30
3507;92;2010-10-30
3508;120;2017-10-24
3509;96;2021-08-29
3510;18;2010-12-11
3511;40;2011-10-22
3512;80;2018-07-21
3513;66;2007-08-04
3514;18;2021-10-30
3515;18;2006-06-05
3516;76;2014-06-01
3517;20;2014-04-12
3518;97;2018-09-25
3519;36;2017-05-23
3520;23;2005-11-25
3521;118;2020-03-18
3522;139;2015-04-01
3523;3;2013-03-16
3524;43;2018-09-02
3525;53;2019-03-20
3526;94;2005-11-11
3527;20;2016-03-09
3528;129;2015-09-01
3529;12;2009-01-02
3530;123;2012-07-08
3531;150;2017-07-27
3532;147;2017-09-07
3533;66;2005-09-01
3534;108;2013-04-23
3535;50;2021-01-13
3536;87;2010-07-30
3537;129;2015-07-05
3538;152;2011-09-04
3539;85;2019-02-01
3540;142;2006-09-15
3541;39;2016-06-05
3542;88;2017-12-29
3543;112;2013-10-05
3544;56;2006-07-18
3545;112;2014-02-23
3546;46;2014-03-01
3547;25;2005-04-08
3548;104;2020-04-12
3549;143;2013-05-05
3550;119;2014-02-24
3551;98;2022-01-04
3552;64;2005-01-01
3553;53;2014-11-15
3554;35;2009-10-28
3555;59;2009-09-29
3556;55;2013-02-04
3557;150;2006-05-29
3558;83;2020-02-10
3559;81;2020-06-28
3560;104;2022-11-05
3561;71;2010-03-15
3562;67;2017-04-28
3563;7;2010-05-11
3564;54;2022-05-19
3565;80;2017-11-28
3566;140;2016-09-01
3567;4;2022-06-11
3568;8;2012-04-07
3569;71;2008-12-24
3570;80;2016-08-26
3571;70;2013-12-30
3572;32;2018-11-16
3573;111;2022-06-25
3574;66;2013-05-13
3575;73;2006-05-15
3576;112;2012-12-26
3577;135;2017-11-10
3578;28;2012-08-25
3579;46;2013-11-17
3580;60;2020-10-04
3581;152;2008-10-01
3582;98;2016-03-17
3583;96;2019-10-26
3584;68;2006-05-07
3585;149;2006-06-29
3586;20;2018-09-20
3587;139;2016-03-23
3588;153;2006-12-18
3589;125;2011-05-19
3590;71;2017-09-08
3591;38;2015-12-05
3592;20;2015-04-27
3593;6;2013-05-06
3594;107;2013-12-27
3595;113;2018-01-04
3596;93;2010-04-06
3597;90;2015-04-24
3598;38;2020-11-01
3599;11;2015-08-25
3600;133;2014-12-01
3601;134;2007-08-09
3602;62;2014-04-18
3603;80;2014-07-30
3604;76;2013-12-07
3605;129;2005-05-11
3606;65;2018-07-31
3607;121;2021-12-11
3608;118;2015-05-16
3609;101;2016-12-25
3610;68;2019-11-01
3611;81;2016-10-05
3612;136;2021-09-11
3613;114;2009-03-04
3614;105;2017-10-05
3615;97;2019-03-15
3616;67;2015-04-06
3617;5;2016-05-09
3618;84;2017-12-27
3619;139;2006-06-09
3620;152;2011-05-29
3621;92;2021-07-16
3622;17;2010-06-18
3623;132;2008-05-29
3624;3;2018-06-23
3625;142;2005-05-26
3626;41;2006-01-10
3627;24;2010-10-20
3628;131;2007-08-19
3629;43;2006-07-01
3630;22;2006-02-06
3631;10;2010-04-09
3632;113;2014-09-22
3633;26;2020-12-02
3634;22;2012-05-03
3635;5;2009-02-13
3636;131;2018-07-07
3637;85;2017-12-10
3638;125;2011-04-16
3639;35;2010-03-11
3640;120;2005-09-29
3641;7;2011-03-11
3642;34;2011-08-01
3643;20;2005-08-21
3644;71;2015-05-13
3645;133;2022-05-06
3646;72;2021-07-16
3647;88;2012-02-06
3648;104;2013-12-22
3649;106;2022-12-07
3650;85;2007-09-14
3651;123;2020-10-23
3652;1;2011-02-02
3653;73;2014-03-15
3654;36;2022-05-13
3655;146;2021-09-25
3656;13;2008-05-19
3657;146;2014-03-14
3658;133;2006-09-12
3659;62;2008-02-19
3660;44;2014-10-17
3661;96;2017-07-26
3662;20;2017-12-06
3663;114;2007-12-17
3664;65;2019-04-29
3665;101;2015-01-27
3666;22;2021-03-19
3667;39;2020-05-18
3668;28;2020-05-30
3669;73;2012-03-01
3670;49;2013-10-06
3671;114;2005-07-05
3672;99;2014-05-10
3673;54;2012-11-16
3674;135;2009-01-21
3675;128;2009-05-28
3676;14;2009-12-10
3677;74;2009-05-21
3678;8;2012-09-03
3679;35;2015-10-25
3680;107;2021-03-17
3681;63;2014-10-23
3682;26;2022-01-20
3683;112;2010-01-18
3684;128;2008-12-17
