GoogleCalendarID;EventId;idmodule;idlecturer;EventName;Eventdetails;EventStartsOn;EventEndsOn
10;1091;9055;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-06-26;2006-05-30
10;1092;2262;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-02-20;2008-03-10
10;1093;3864;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-10-25;2021-05-25
10;1094;5602;15;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-12-04;2015-10-14
10;1095;8086;25;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-09-23;2011-08-10
10;1096;6284;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-08-24;2009-09-28
10;1097;9835;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-02-28;2007-07-29
10;1098;8234;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-07-15;2011-01-22
10;1099;9015;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-06-04;2017-08-28
10;1100;6411;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-07-20;2022-04-12
10;1101;4290;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-10-01;2019-09-17
10;1102;5778;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-12-01;2005-07-14
10;1103;3602;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-11-03;2020-10-05
10;1104;7250;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-04-23;2008-04-08
10;1105;5372;18;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-12-02;2008-09-16
10;1106;5671;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-10-08;2008-06-07
10;1107;2088;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-12-22;2019-03-01
10;1108;2308;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-10-01;2007-06-22
10;1109;6314;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-12-26;2022-11-20
10;1110;6233;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-10-20;2020-02-17
10;1111;7937;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-06-27;2018-04-17
10;1112;6559;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-11-11;2017-02-05
10;1113;3992;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-06-19;2022-04-27
10;1114;1850;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-10-05;2014-08-10
10;1115;4668;5;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-09-08;2020-05-06
10;1116;671;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-07-09;2022-10-06
10;1117;2043;16;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-08-23;2019-11-15
10;1118;2640;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-12-10;2005-08-03
10;1119;3855;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-06-19;2014-02-02
10;1120;1763;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-06-30;2020-01-13
10;1121;4528;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-07-30;2014-04-11
10;1122;8579;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-09-24;2007-04-04
10;1123;29;15;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-08-15;2007-09-04
10;1124;8382;5;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-09-23;2016-06-29
10;1125;1391;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-04-22;2011-12-01
10;1126;4240;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-07-13;2012-08-28
10;1127;5116;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-07-27;2008-06-25
10;1128;7495;22;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-01-05;2016-05-07
10;1129;9432;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-11-08;2016-08-09
10;1130;4755;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-09-09;2013-09-05
10;1131;6154;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-04-24;2013-05-15
10;1132;8605;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-08-23;2005-09-20
10;1133;5151;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-04-27;2020-03-14
10;1134;9215;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-06-03;2019-09-05
10;1135;2064;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-03-26;2017-05-18
10;1136;4440;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-02-28;2020-07-20
10;1137;5904;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-06-14;2011-07-25
10;1138;8743;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-08-20;2012-11-06
10;1139;8924;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-02-15;2011-05-10
10;1140;8035;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-09-24;2022-05-14
10;1141;9415;28;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-06-17;2019-03-19
10;1142;6082;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-11-12;2017-01-11
10;1143;2164;18;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-04-29;2021-04-19
10;1144;7593;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-05-19;2005-07-17
10;1145;5482;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-12-09;2010-01-18
10;1146;7612;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-08-06;2016-08-08
10;1147;4603;23;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-08-23;2008-07-01
10;1148;3359;5;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-03-25;2011-08-04
10;1149;391;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-05-04;2013-08-26
10;1150;3693;19;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-12-20;2005-06-16
10;1151;8868;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-04-05;2020-01-27
10;1152;5061;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-04-14;2012-02-26
10;1153;8026;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-01-01;2018-06-23
10;1154;7171;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-02-22;2009-11-30
10;1155;3484;29;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-05-13;2021-11-03
10;1156;3472;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-02-17;2009-11-30
10;1157;292;25;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-08-24;2009-03-31
10;1158;322;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-03-09;2015-06-15
10;1159;7001;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-08-02;2014-06-06
10;1160;6239;4;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-08-13;2015-01-14
10;1161;4098;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-05-10;2019-04-17
10;1162;8030;23;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-10-01;2011-12-09
10;1163;9884;29;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-07-01;2017-04-12
10;1164;2273;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2021-10-18;2005-04-01
10;1165;6321;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-05-15;2013-09-22
10;1166;4221;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-07-30;2016-09-29
10;1167;409;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-12-01;2022-03-02
10;1168;276;16;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-05-07;2014-08-04
10;1169;3641;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-01-30;2017-06-14
10;1170;55;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-11-07;2010-07-01
10;1171;951;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-08-05;2020-07-29
10;1172;7738;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-02-16;2020-03-25
10;1173;2991;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-03-10;2009-08-15
10;1174;8305;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-04-12;2016-01-13
10;1175;6833;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-07-11;2007-07-15
10;1176;9518;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-02-01;2013-11-26
10;1177;3055;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-03-09;2005-08-19
10;1178;2271;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-12-12;2022-10-29
10;1179;9676;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-07-11;2010-11-24
10;1180;4443;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-12-14;2017-03-10
10;1181;3996;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-02-04;2015-11-07
10;1182;913;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-05-31;2012-09-30
10;1183;2138;18;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2021-05-12;2020-04-29
10;1184;1390;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-07-25;2011-04-21
10;1185;4480;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-07-24;2005-09-20
10;1186;9710;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-02-21;2011-12-14
10;1187;8395;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-10-17;2022-07-20
10;1188;5222;28;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-04-02;2009-12-07
10;1189;2467;22;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-09-21;2017-08-14
10;1190;2696;15;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-08-19;2008-03-12
10;1191;2144;23;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-12-14;2017-12-13
10;1192;6945;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-02-13;2018-02-02
10;1193;767;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-04-08;2006-05-16
10;1194;9149;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-07-27;2007-07-10
10;1195;640;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-03-23;2010-04-27
10;1196;7086;22;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-03-02;2017-11-03
10;1197;7833;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-08-13;2007-11-21
10;1198;997;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-04-26;2018-05-10
10;1199;2706;21;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-05-28;2021-01-04
10;1200;670;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2021-10-26;2017-03-09
10;1201;8170;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-12-20;2019-06-29
10;1202;611;15;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-06-16;2009-06-03
10;1203;7249;4;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-11-19;2022-08-28
10;1204;8307;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-02-12;2017-04-17
10;1205;7544;19;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-12-20;2007-10-13
10;1206;8650;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-01-26;2005-03-02
10;1207;1747;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-12-27;2013-01-28
10;1208;5213;5;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-12-15;2012-05-29
10;1209;8408;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-08-07;2019-11-20
10;1210;4692;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-06-07;2013-12-30
10;1211;8698;4;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-03-21;2022-01-17
10;1212;9501;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-03-28;2019-07-01
10;1213;2589;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-04-28;2008-02-22
10;1214;4217;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-09-05;2011-08-19
10;1215;3509;23;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-08-22;2010-05-14
10;1216;4954;21;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-02-03;2019-06-12
10;1217;2687;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-03-19;2005-02-04
10;1218;3269;29;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-04-18;2008-06-06
10;1219;8657;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-12-16;2014-01-05
10;1220;2913;25;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-06-21;2017-12-14
10;1221;2658;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-03-19;2013-09-14
10;1222;5968;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-05-27;2019-08-03
10;1223;5246;16;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-11-17;2012-08-01
10;1224;1183;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-12-21;2018-07-09
10;1225;8116;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-06-03;2009-09-29
10;1226;8444;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-02-01;2010-05-25
10;1227;5326;15;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-12-20;2006-12-03
10;1228;2605;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-03-29;2008-08-23
10;1229;4554;28;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-10-14;2011-07-07
10;1230;3473;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-06-14;2019-04-07
10;1231;9011;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-12-10;2020-04-22
10;1232;8893;25;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-01-22;2022-02-25
10;1233;8345;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-07-28;2011-03-13
10;1234;3323;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-12-19;2014-01-17
10;1235;976;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-04-24;2019-07-17
10;1236;2243;19;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-05-19;2017-08-23
10;1237;7915;23;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2017-01-26;2017-05-25
10;1238;9676;18;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-03-12;2009-04-07
10;1239;4522;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-05-20;2016-02-22
10;1240;5925;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-11-06;2022-10-20
10;1241;1115;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-05-25;2007-11-02
10;1242;8911;26;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-11-02;2007-12-15
10;1243;3053;24;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-11-28;2012-05-20
10;1244;4376;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-09-23;2018-10-13
10;1245;545;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-09-10;2007-11-25
10;1246;9779;22;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2019-05-26;2017-09-29
10;1247;4711;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-08-29;2020-08-08
10;1248;6917;28;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-08-31;2019-05-21
10;1249;467;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-02-24;2013-12-09
10;1250;2422;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-08-22;2019-11-23
10;1251;4538;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-03-23;2012-04-25
10;1252;5654;2;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-09-20;2017-10-21
10;1253;5992;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2018-12-26;2009-01-19
10;1254;9123;11;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-09-19;2015-12-18
10;1255;6139;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2009-03-05;2016-02-03
10;1256;9242;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-01-20;2020-02-17
10;1257;2416;6;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-12-15;2019-02-27
10;1258;3976;19;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2014-01-31;2010-05-20
10;1259;5577;13;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2005-08-07;2008-01-29
10;1260;9288;20;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-03-12;2008-07-06
10;1261;3485;30;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-04-25;2007-07-18
10;1262;6225;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-05-20;2018-02-13
10;1263;7161;14;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2020-12-03;2022-11-30
10;1264;5705;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2011-10-28;2010-02-17
10;1265;1270;17;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-06-15;2005-09-15
10;1266;3365;9;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-08-11;2012-01-22
10;1267;1339;27;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2006-09-17;2021-07-21
10;1268;1809;28;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2010-10-28;2008-05-01
10;1269;8341;21;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-01-30;2005-07-01
10;1270;2433;1;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2016-04-20;2011-01-31
10;1271;6377;10;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2007-07-07;2012-01-19
10;1272;6971;7;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2015-07-06;2016-03-18
10;1273;7021;3;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2013-11-09;2005-07-26
10;1274;4903;12;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2021-09-24;2015-12-20
10;1275;2540;22;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-10-22;2014-08-08
10;1276;8759;5;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2022-08-09;2014-06-08
10;1277;2124;8;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2008-05-19;2014-05-19
10;1278;7362;4;ΜΑΘΗΜΑ;"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do""";2012-01-21;2006-12-25
